"Time","BBT 111 Average Plato","BBT 112 Average Plato","BBT 121 Average Plato","BBT 132 Average Plato","BBT 211 Average Plato","BBT 212 Average Plato","BBT 221 Average Plato","BBT 222 Average Plato","BBT 231 Average Plato","BBT 232 Average Plato","BBT 241 Average Plato","BBT 242 Average Plato","FST 111 Average Plato","FST 112 Average Plato","FST 121 Average Plato","FST 122 Average Plato","FST 131 Average Plato","FST 132 Average Plato","FST 141 Average Plato","FST 142 Average Plato","FST 151 Average Plato","FST 152 Average Plato","FST 161 Average Plato","FST 171 Average Plato","FST 172 Average Plato","FST 211 Average Plato","FST 212 Average Plato","FST 221 Average Plato","FST 222 Average Plato","FST 231 Average Plato","FST 232 Average Plato","FST 241 Average Plato","FST 242 Average Plato","FST 243 Average Plato","RBT 251 Average Plato","RBT 252 Average Plato","BBT111 Level","BBT112 Level","BBT121 Level","BBT132 Level","BBT211 Level","BBT212 Level","BBT221 Level","BBT222 Level","BBT231 Level","BBT232 Level","BBT241 Level","BBT242 Level","BBT251 Level","BBT252 Level","FST111 Level ","FST112 Level ","FST121 Level ","FST122 Level ","FST131 Level ","FST132 Level ","FST141 Level ","FST142 Level ","FST151 Level ","FST152 Level ","FST161 Level ","FST171 Level ","FST172 Level ","FST211 Level ","FST212 Level ","FST221 Level ","FST222 Level ","FST231 Level ","FST232 Level ","FST241 Level ","FST242 Level ","FST243 Level ","BBT111 Material","counter.last { tag_name: BBT111 MaterialVOB }","BBT112 Material","BBT121 Material","BBT132 Material","BBT211 Material","BBT212 Material","BBT221 Material","BBT222 Material","BBT231 Material","BBT232 Material","BBT241 Material","BBT242 Material","FST111 Material","FST112 Material","FST121 Material","FST122 Material","FST131 Material","FST132 Material","FST141 Material","FST142 Material","FST151 Material","FST152 Material","FST161 Material","FST171 Material","FST172 Material","FST211 Material","FST212 Material","FST221 Material","FST222 Material","FST231 Material","FST232 Material","FST241 Material","FST242 Material","FST243 Material","RBT251 Material","RBT252 Material","Pozzo 2","Pozzo 3","Pozzo 4","Pozzo 5","Pozzo 6","Thermal"
2025-11-14 23:00:00,10.62,10.68,10.66,11.16,10.66,10.63,10.63,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,18.53,24.16,19.82,-34.06,6.04,4.67,6.58,4.45,5.84,6.26,5.05,3.43,-5.09,359.11,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1440.38,0.00,1621.91,1986.97,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5562.90,3583.60,5678.68,2538.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,36.00,20.10,22.00,17.10,22.70,27.69,60.00
2025-11-15 23:00:00,10.62,10.68,10.66,11.16,10.66,10.63,10.63,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,18.53,24.16,19.82,-34.06,6.04,4.67,6.58,4.45,5.84,6.26,5.05,3.43,-5.09,359.11,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1440.38,0.00,1621.91,1986.97,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5562.90,3583.60,5678.68,2538.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,36.00,20.70,21.90,17.40,22.70,27.50,60.00
2025-11-16 23:00:00,10.62,10.68,10.66,11.16,10.66,10.63,10.63,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,18.53,24.16,19.82,-34.06,6.04,4.67,6.58,4.45,5.84,6.26,5.05,3.43,-5.09,359.11,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1440.38,0.00,1621.91,1986.97,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5562.90,3583.60,5678.68,2538.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,36.00,19.30,21.10,16.60,21.90,26.50,60.00
2025-11-17 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,0.00,4.45,5.84,6.26,5.05,3.43,-5.09,359.11,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1440.38,0.00,1621.91,1986.97,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5562.90,3583.60,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,60.00
2025-11-18 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,700.00,4.45,5.84,6.26,5.05,3.43,-5.09,359.11,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1440.38,0.00,1621.91,1986.97,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5562.90,3583.60,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,36.00,24.20,26.40,20.40,27.40,33.22,60.00
2025-11-19 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,16.95,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,17.37,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,700.00,4.45,5.84,6.26,5.05,3.43,-5.09,-7.67,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1808.61,0.00,1621.91,1940.57,0.00,1177.74,0.00,0.00,5674.44,5572.90,887.46,5476.67,3469.69,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,0.00,0.00,40.00,0.00,53.00,0.00,60.00
2025-11-20 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,11.40,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,14.25,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,700.00,4.45,5.84,6.26,5.05,3.43,-5.09,-7.67,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1808.61,0.00,1621.91,1940.57,0.00,1177.74,0.00,0.00,5674.44,5345.40,887.46,5476.67,3469.69,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,0.00,24.50,26.50,21.00,27.40,33.28,60.00
2025-11-21 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,11.40,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,14.25,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,700.00,4.45,5.84,6.26,5.05,3.43,-5.09,-7.67,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1808.61,0.00,1621.91,1940.57,0.00,1177.74,0.00,0.00,5674.44,5345.40,887.46,5476.67,3469.69,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
2025-11-22 23:00:00,10.65,10.68,10.66,11.16,10.66,10.63,0.00,10.63,10.65,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,11.40,17.19,17.07,16.79,16.60,17.24,17.36,17.13,17.19,16.18,17.16,16.27,16.67,17.26,14.25,8.03,6.71,2000.00,24.16,19.82,-34.06,6.04,4.67,700.00,4.45,5.84,6.26,5.05,3.43,-5.09,-7.67,0.00,0.00,0.00,1775.55,0.00,0.00,0.00,1808.61,0.00,1621.91,1940.57,0.00,1177.74,0.00,0.00,5674.44,5345.40,887.46,5476.67,3469.69,5678.68,2538.74,1.00,0.00,1.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,0.00,0.00,7.00,8.00,7.00,8.00,8.00,7.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60.00
2025-11-23 23:00:00,11.16,11.26,10.66,11.21,11.16,10.63,10.66,10.69,0.00,10.69,10.68,10.68,17.19,16.79,15.72,16.42,16.68,17.62,15.68,11.40,17.19,17.07,16.79,16.60,17.24,16.94,17.13,17.19,16.18,17.16,16.27,16.67,17.26,14.25,8.03,13.31,2282.68,1700.39,2380.65,2126.77,7.47,4.67,697.15,538.00,0.00,6.26,5.05,3.43,-5.09,76.00,0.00,0.00,0.00,1775.45,0.00,0.00,0.00,1359.52,0.00,1621.91,1940.57,0.00,8.07,1833.78,0.00,5531.47,5345.40,50.63,703.68,3381.01,5678.68,2538.74,3.00,0.00,3.00,3.00,3.00,0.00,0.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,7.00,7.00,0.00,7.00,8.00,0.00,8.00,8.00,7.00,10.00,0.00,36.00,317.80,344.20,0.00,362.50,436.59,60.00
2025-11-24 23:00:00,11.16,11.26,10.66,11.21,10.72,10.63,10.66,10.70,10.66,10.66,10.66,10.67,17.19,16.79,15.72,16.42,16.68,17.62,15.68,11.40,17.19,17.07,16.79,16.60,17.24,17.10,17.13,17.19,16.18,17.16,16.27,16.67,17.26,14.25,8.03,12.24,1038.21,1425.23,1317.17,2323.61,11.10,4.67,343.03,780.00,780.00,780.00,780.00,719.00,-5.09,121.00,0.00,0.00,0.00,1557.06,0.00,0.00,0.00,965.32,0.00,1621.91,1940.57,0.00,0.00,4406.65,0.00,3945.47,5345.40,0.00,626.08,3381.01,5678.68,2538.74,3.00,0.00,3.00,3.00,3.00,1.00,0.00,2.00,1.00,1.00,1.00,2.00,2.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,7.00,0.00,28.00,7.00,0.00,0.00,7.00,0.00,7.00,8.00,0.00,8.00,8.00,7.00,10.00,0.00,36.00,172.40,186.90,2.40,240.20,283.41,60.00
